SIP Date,AvgNav,Units,Terms,AmtInvsted,AvgAbsReturns,AvgAbsReturns%
25,1001.422,59.9148,6,60000,59985.404,-0.024
5,1001.4688,59.912,6,60000,59982.6,-0.029
15,1001.4805,59.9113,6,60000,59981.899,-0.03
10,1001.529,59.9084,6,60000,59978.996,-0.035
20,1001.5524,59.907,6,60000,59977.594,-0.037
1,1001.5892,59.9048,6,60000,59975.392,-0.041
