SIP Date,AvgNav,Units,Terms,AmtInvsted,AvgAbsReturns,AvgAbsReturns%
1,1000.2,59.988,6,60000,59999.998,0.0
5,1000.2,59.988,6,60000,59999.998,0.0
10,1000.2,59.988,6,60000,59999.998,0.0
15,1000.2,59.988,6,60000,59999.998,0.0
20,1000.2,59.988,6,60000,59999.998,0.0
25,1000.2,59.988,6,60000,59999.998,0.0
