SIP Date,AvgNav,Units,Terms,AmtInvsted,AvgAbsReturns,AvgAbsReturns%
15,1013.8766,59.1788,6,60000,61117.273,1.862
20,1014.7494,59.1279,6,60000,61064.705,1.775
25,1015.603,59.0782,6,60000,61013.377,1.689
1,1016.7579,59.0111,6,60000,60944.079,1.573
5,1017.4648,58.9701,6,60000,60901.736,1.503
10,1018.3662,58.9179,6,60000,60847.827,1.413
