SIP Date,AvgNav,Units,Terms,AmtInvsted,AvgAbsReturns,AvgAbsReturns%
15,17.0695,35150.344,60,600000,803231.056,33.872
25,17.1578,34969.5738,60,600000,799100.222,33.183
20,17.1597,34965.6342,60,600000,799010.197,33.168
1,17.2843,34713.6586,60,600000,793252.227,32.208
5,17.2955,34691.0233,60,600000,792734.981,32.123
10,17.3099,34662.2845,60,600000,792078.262,32.013
