SIP Date,AvgNav,Units,Terms,AmtInvsted,AvgAbsReturns,AvgAbsReturns%
15,16.2011,40120.8144,65,650000,916812.766,41.048
1,16.2225,40684.1368,66,660000,929685.415,40.862
5,16.2351,40652.7492,66,660000,928968.168,40.752
10,16.2523,40609.5756,66,660000,927981.595,40.603
25,16.2643,39964.8872,65,650000,913249.627,40.5
20,16.2819,39921.5312,65,650000,912258.886,40.348
