SIP Date,AvgNav,Units,Terms,AmtInvsted,AvgAbsReturns,AvgAbsReturns%
5,23.6353,5077.1478,12,120000,116019.428,-3.317
1,23.7238,5058.2181,12,120000,115586.859,-3.678
20,23.7425,5054.2175,12,120000,115495.44,-3.754
25,23.7628,5049.918,12,120000,115397.191,-3.836
10,23.7668,5049.0644,12,120000,115377.685,-3.852
15,23.7856,5045.0595,12,120000,115286.168,-3.928
