SIP Date,AvgNav,Units,Terms,AmtInvsted,AvgAbsReturns,AvgAbsReturns%
1,1003.7859,59.7737,6,60000,60109.545,0.183
5,1004.4615,59.7335,6,60000,60069.119,0.115
10,1005.335,59.6816,6,60000,60016.927,0.028
15,1005.3367,59.6815,6,60000,60016.826,0.028
25,1005.463,59.674,6,60000,60009.284,0.015
20,1006.1847,59.6312,6,60000,59966.244,-0.056
