SIP Date,AvgNav,Units,Terms,AmtInvsted,AvgAbsReturns,AvgAbsReturns%
25,1001.4504,59.9131,6,60000,59983.875,-0.027
5,1001.4789,59.9114,6,60000,59982.173,-0.03
15,1001.4889,59.9108,6,60000,59981.573,-0.031
10,1001.5374,59.9079,6,60000,59978.669,-0.036
20,1001.5624,59.9064,6,60000,59977.167,-0.038
1,1001.5992,59.9042,6,60000,59974.965,-0.042
