SIP Date,AvgNav,Units,Terms,AmtInvsted,AvgAbsReturns,AvgAbsReturns%
15,19.9085,18082.7378,36,360000,413214.066,14.782
20,19.9158,18076.1012,36,360000,413062.411,14.74
25,19.9615,18034.686,36,360000,412116.02,14.477
5,20.047,17957.7934,36,360000,410358.924,13.989
1,20.0651,17941.5802,36,360000,409988.432,13.886
10,20.0727,17934.8228,36,360000,409834.016,13.843
