SIP Date,AvgNav,Units,Terms,AmtInvsted,AvgAbsReturns,AvgAbsReturns%
1,1003.8061,59.7725,6,60000,60112.612,0.188
5,1004.4968,59.7314,6,60000,60071.278,0.119
10,1005.3838,59.6787,6,60000,60018.278,0.03
15,1005.3889,59.6784,6,60000,60017.976,0.03
25,1005.5102,59.6712,6,60000,60010.735,0.018
20,1006.2471,59.6275,6,60000,59966.786,-0.055
