SIP Date,AvgNav,Units,Terms,AmtInvsted,AvgAbsReturns,AvgAbsReturns%
15,1013.594,59.1953,6,60000,61096.209,1.827
20,1014.4491,59.1454,6,60000,61044.707,1.741
25,1015.2851,59.0967,6,60000,60994.443,1.657
1,1016.4203,59.0307,6,60000,60926.323,1.544
5,1017.1095,58.9907,6,60000,60885.039,1.475
10,1017.9913,58.9396,6,60000,60832.298,1.387
