Scheme Code;Scheme Name;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Equity Scheme - Multi Cap Fund )


PPFAS Mutual Fund
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.1997;15.8757;16.1997;08-Mar-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.2262;15.9017;16.2262;09-Mar-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.2049;15.8808;16.2049;10-Mar-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.2580;15.9328;16.2580;11-Mar-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.3609;16.0337;16.3609;14-Mar-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.3377;16.0109;16.3377;15-Mar-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.4116;16.0834;16.4116;16-Mar-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.5118;16.1816;16.5118;17-Mar-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.6138;16.2815;16.6138;18-Mar-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.7221;16.3877;16.7221;21-Mar-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.7614;16.4262;16.7614;22-Mar-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.8314;16.4948;16.8314;23-Mar-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.7035;16.3694;16.7035;28-Mar-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.7953;16.4594;16.7953;29-Mar-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.0050;16.6649;17.0050;30-Mar-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.0661;16.7248;17.0661;31-Mar-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.0291;16.6885;17.0291;01-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.0465;16.7056;17.0465;04-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.9273;16.5888;16.9273;05-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.8446;16.5077;16.8446;06-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.8273;16.4908;16.8273;07-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.8369;16.5002;16.8369;08-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.9090;16.5708;16.9090;11-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.9352;16.5965;16.9352;12-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.1254;16.7829;17.1254;13-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.3820;17.0344;17.3820;18-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.3721;17.0247;17.3721;20-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.4061;17.0580;17.4061;21-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.4152;17.0669;17.4152;22-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.2321;16.8875;17.2321;25-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.2348;16.8901;17.2348;26-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.1785;16.8349;17.1785;27-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.1937;16.8498;17.1937;28-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.1537;16.8106;17.1537;29-Apr-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.1338;16.7911;17.1338;02-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.1043;16.7622;17.1043;03-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.0432;16.7023;17.0432;04-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.9444;16.6055;16.9444;05-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;16.9841;16.6444;16.9841;06-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.0948;16.7529;17.0948;09-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.1656;16.8223;17.1656;10-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.2315;16.8869;17.2315;11-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.3688;17.0214;17.3688;12-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.3258;16.9793;17.3258;13-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.3054;16.9593;17.3054;16-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.3681;17.0207;17.3681;17-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.3250;16.9785;17.3250;18-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.2295;16.8849;17.2295;19-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.0392;16.6984;17.0392;20-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.0928;16.7509;17.0928;23-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.0800;16.7384;17.0800;24-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.2329;16.8882;17.2329;25-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.4042;17.0561;17.4042;26-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.4235;17.0750;17.4235;27-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.4826;17.1329;17.4826;30-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.4491;17.1001;17.4491;31-May-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.4435;17.0946;17.4435;01-Jun-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.4014;17.0534;17.4014;02-Jun-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.4335;17.0848;17.4335;03-Jun-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.3983;17.0503;17.3983;06-Jun-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.5363;17.1856;17.5363;07-Jun-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.5812;17.2296;17.5812;08-Jun-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.6456;17.2927;17.6456;09-Jun-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.6065;17.2544;17.6065;10-Jun-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.4619;17.1127;17.4619;13-Jun-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.4443;17.0954;17.4443;14-Jun-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.4682;17.1188;17.4682;15-Jun-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.5674;17.2161;17.5674;16-Jun-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.5641;17.2128;17.5641;17-Jun-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.4949;17.1450;17.4949;20-Jun-2016
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;17.5603;17.2091;17.5603;21-Jun-2016
