Scheme Code;Net Asset Value;Repurchase Price;Sale Price;Date
100471;Franklin India Bluechip Fund-Growth;232.8466;230.5181;232.8466;17-Dec-2012
100471;Franklin India Bluechip Fund-Growth;234.4529;232.1084;234.4529;18-Dec-2012
100471;Franklin India Bluechip Fund-Growth;236.1413;233.7799;236.1413;19-Dec-2012
100471;Franklin India Bluechip Fund-Growth;235.7809;233.4231;235.7809;20-Dec-2012
100471;Franklin India Bluechip Fund-Growth;233.1990;230.8670;233.1990;21-Dec-2012
100471;Franklin India Bluechip Fund-Growth;233.3920;231.0581;233.3920;24-Dec-2012
100471;Franklin India Bluechip Fund-Growth;235.0392;232.6888;235.0392;26-Dec-2012
100471;Franklin India Bluechip Fund-Growth;234.7933;232.4454;234.7933;27-Dec-2012
100471;Franklin India Bluechip Fund-Growth;236.2607;233.8981;236.2607;28-Dec-2012
100471;Franklin India Bluechip Fund-Growth;236.6664;234.2997;236.6664;31-Dec-2012
100471;Franklin India Bluechip Fund-Growth;238.3444;235.9610;238.3444;01-Jan-2013
100471;Franklin India Bluechip Fund-Growth;239.4819;237.0871;239.4819;02-Jan-2013
100471;Franklin India Bluechip Fund-Growth;240.4495;238.0450;240.4495;03-Jan-2013
100471;Franklin India Bluechip Fund-Growth;240.8853;238.4764;240.8853;04-Jan-2013
100471;Franklin India Bluechip Fund-Growth;240.7141;238.3070;240.7141;07-Jan-2013
100471;Franklin India Bluechip Fund-Growth;240.9102;238.5011;240.9102;08-Jan-2013
100471;Franklin India Bluechip Fund-Growth;240.8127;238.4046;240.8127;09-Jan-2013
100471;Franklin India Bluechip Fund-Growth;240.2950;237.8921;240.2950;10-Jan-2013
100471;Franklin India Bluechip Fund-Growth;239.8367;237.4383;239.8367;11-Jan-2013
100471;Franklin India Bluechip Fund-Growth;242.7866;240.3587;242.7866;14-Jan-2013
100471;Franklin India Bluechip Fund-Growth;244.0460;241.6055;244.0460;15-Jan-2013
100471;Franklin India Bluechip Fund-Growth;241.9358;239.5164;241.9358;16-Jan-2013
100471;Franklin India Bluechip Fund-Growth;243.7450;241.3076;243.7450;17-Jan-2013
100471;Franklin India Bluechip Fund-Growth;243.8667;241.4280;243.8667;18-Jan-2013
100471;Franklin India Bluechip Fund-Growth;244.2003;241.7583;244.2003;21-Jan-2013
100471;Franklin India Bluechip Fund-Growth;243.1072;240.6761;243.1072;22-Jan-2013
100471;Franklin India Bluechip Fund-Growth;243.6746;241.2379;243.6746;23-Jan-2013
100471;Franklin India Bluechip Fund-Growth;241.7321;239.3148;241.7321;24-Jan-2013
100471;Franklin India Bluechip Fund-Growth;243.5160;241.0808;243.5160;25-Jan-2013
100471;Franklin India Bluechip Fund-Growth;243.5067;241.0716;243.5067;28-Jan-2013
100471;Franklin India Bluechip Fund-Growth;242.1050;239.6840;242.1050;29-Jan-2013
100471;Franklin India Bluechip Fund-Growth;242.2025;239.7805;242.2025;30-Jan-2013
100471;Franklin India Bluechip Fund-Growth;241.3817;238.9679;241.3817;31-Jan-2013
100471;Franklin India Bluechip Fund-Growth;240.7152;238.3080;240.7152;01-Feb-2013
100471;Franklin India Bluechip Fund-Growth;239.8561;237.4575;239.8561;04-Feb-2013
100471;Franklin India Bluechip Fund-Growth;238.8297;236.4414;238.8297;05-Feb-2013
100471;Franklin India Bluechip Fund-Growth;238.6343;236.2480;238.6343;06-Feb-2013
100471;Franklin India Bluechip Fund-Growth;237.7795;235.4017;237.7795;07-Feb-2013
100471;Franklin India Bluechip Fund-Growth;236.2349;233.8726;236.2349;08-Feb-2013
100471;Franklin India Bluechip Fund-Growth;235.9681;233.6084;235.9681;11-Feb-2013
100471;Franklin India Bluechip Fund-Growth;237.4089;235.0348;237.4089;12-Feb-2013
100471;Franklin India Bluechip Fund-Growth;237.6382;235.2618;237.6382;13-Feb-2013
100471;Franklin India Bluechip Fund-Growth;235.7820;233.4242;235.7820;14-Feb-2013
100471;Franklin India Bluechip Fund-Growth;235.4560;233.1014;235.4560;15-Feb-2013
100471;Franklin India Bluechip Fund-Growth;235.3713;233.0176;235.3713;18-Feb-2013
100471;Franklin India Bluechip Fund-Growth;236.9029;234.5339;236.9029;19-Feb-2013
100471;Franklin India Bluechip Fund-Growth;236.8170;234.4488;236.8170;20-Feb-2013
100471;Franklin India Bluechip Fund-Growth;233.0814;230.7506;233.0814;21-Feb-2013
100471;Franklin India Bluechip Fund-Growth;234.3389;231.9955;234.3389;22-Feb-2013
100471;Franklin India Bluechip Fund-Growth;233.8324;231.4941;233.8324;25-Feb-2013
100471;Franklin India Bluechip Fund-Growth;231.1320;228.8207;231.1320;26-Feb-2013
100471;Franklin India Bluechip Fund-Growth;232.5307;230.2054;232.5307;27-Feb-2013
100471;Franklin India Bluechip Fund-Growth;229.2176;226.9254;229.2176;28-Feb-2013
100471;Franklin India Bluechip Fund-Growth;229.7126;227.4155;229.7126;01-Mar-2013
100471;Franklin India Bluechip Fund-Growth;229.3295;227.0362;229.3295;04-Mar-2013
100471;Franklin India Bluechip Fund-Growth;232.8960;230.5670;232.8960;05-Mar-2013
100471;Franklin India Bluechip Fund-Growth;234.1131;231.7720;234.1131;06-Mar-2013
100471;Franklin India Bluechip Fund-Growth;234.9129;232.5638;234.9129;07-Mar-2013
100471;Franklin India Bluechip Fund-Growth;237.3713;234.9976;237.3713;08-Mar-2013
100471;Franklin India Bluechip Fund-Growth;236.8093;234.4412;236.8093;11-Mar-2013
100471;Franklin India Bluechip Fund-Growth;235.6346;233.2783;235.6346;12-Mar-2013
100471;Franklin India Bluechip Fund-Growth;233.0631;230.7325;233.0631;13-Mar-2013
100471;Franklin India Bluechip Fund-Growth;234.6585;232.3119;234.6585;14-Mar-2013
100471;Franklin India Bluechip Fund-Growth;232.8194;230.4912;232.8194;15-Mar-2013
100471;Franklin India Bluechip Fund-Growth;230.9790;228.6692;230.9790;18-Mar-2013
100471;Franklin India Bluechip Fund-Growth;227.5497;225.2742;227.5497;19-Mar-2013
100471;Franklin India Bluechip Fund-Growth;225.2348;222.9825;225.2348;20-Mar-2013
100471;Franklin India Bluechip Fund-Growth;225.0917;222.8408;225.0917;21-Mar-2013
100471;Franklin India Bluechip Fund-Growth;224.2776;222.0348;224.2776;22-Mar-2013
100471;Franklin India Bluechip Fund-Growth;223.4879;221.2530;223.4879;25-Mar-2013
100471;Franklin India Bluechip Fund-Growth;223.6137;221.3776;223.6137;26-Mar-2013
100471;Franklin India Bluechip Fund-Growth;225.3407;223.0873;225.3407;28-Mar-2013
100471;Franklin India Bluechip Fund-Growth;226.4080;224.1439;226.4080;01-Apr-2013
100471;Franklin India Bluechip Fund-Growth;228.2562;225.9736;228.2562;02-Apr-2013
100471;Franklin India Bluechip Fund-Growth;225.7412;223.4838;225.7412;03-Apr-2013
100471;Franklin India Bluechip Fund-Growth;223.1251;220.8938;223.1251;04-Apr-2013
100471;Franklin India Bluechip Fund-Growth;222.8845;220.6557;222.8845;05-Apr-2013
100471;Franklin India Bluechip Fund-Growth;223.1089;220.8778;223.1089;08-Apr-2013
100471;Franklin India Bluechip Fund-Growth;221.0853;218.8744;221.0853;09-Apr-2013
100471;Franklin India Bluechip Fund-Growth;222.7449;220.5175;222.7449;10-Apr-2013
100471;Franklin India Bluechip Fund-Growth;223.5959;221.3599;223.5959;11-Apr-2013
100471;Franklin India Bluechip Fund-Growth;220.2514;218.0489;220.2514;12-Apr-2013
100471;Franklin India Bluechip Fund-Growth;221.0100;218.7999;221.0100;15-Apr-2013
100471;Franklin India Bluechip Fund-Growth;224.9355;222.6861;224.9355;16-Apr-2013
100471;Franklin India Bluechip Fund-Growth;225.1989;222.9469;225.1989;17-Apr-2013
100471;Franklin India Bluechip Fund-Growth;228.0866;225.8057;228.0866;18-Apr-2013
100471;Franklin India Bluechip Fund-Growth;229.9422;227.6428;229.9422;22-Apr-2013
100471;Franklin India Bluechip Fund-Growth;230.2250;227.9228;230.2250;23-Apr-2013
100471;Franklin India Bluechip Fund-Growth;232.8779;230.5491;232.8779;25-Apr-2013
100471;Franklin India Bluechip Fund-Growth;231.9102;229.5911;231.9102;26-Apr-2013
100471;Franklin India Bluechip Fund-Growth;233.1542;230.8227;233.1542;29-Apr-2013
100471;Franklin India Bluechip Fund-Growth;234.0849;231.7441;234.0849;30-Apr-2013
100471;Franklin India Bluechip Fund-Growth;235.3809;233.0271;235.3809;02-May-2013
100471;Franklin India Bluechip Fund-Growth;234.0606;231.7200;234.0606;03-May-2013
100471;Franklin India Bluechip Fund-Growth;235.1752;232.8234;235.1752;06-May-2013
100471;Franklin India Bluechip Fund-Growth;237.3567;234.9831;237.3567;07-May-2013
100471;Franklin India Bluechip Fund-Growth;237.2530;234.8805;237.2530;08-May-2013
100471;Franklin India Bluechip Fund-Growth;236.4687;234.1040;236.4687;09-May-2013
100471;Franklin India Bluechip Fund-Growth;238.2106;235.8285;238.2106;10-May-2013
100471;Franklin India Bluechip Fund-Growth;235.2131;232.8610;235.2131;13-May-2013
100471;Franklin India Bluechip Fund-Growth;235.6859;233.3290;235.6859;14-May-2013
100471;Franklin India Bluechip Fund-Growth;240.0919;237.6910;240.0919;15-May-2013
100471;Franklin India Bluechip Fund-Growth;241.4181;239.0039;241.4181;16-May-2013
100471;Franklin India Bluechip Fund-Growth;241.5197;239.1045;241.5197;17-May-2013
100471;Franklin India Bluechip Fund-Growth;239.6869;237.2900;239.6869;20-May-2013
100471;Franklin India Bluechip Fund-Growth;237.8174;235.4392;237.8174;21-May-2013
100471;Franklin India Bluechip Fund-Growth;237.5220;235.1468;237.5220;22-May-2013
100471;Franklin India Bluechip Fund-Growth;233.0391;230.7087;233.0391;23-May-2013
100471;Franklin India Bluechip Fund-Growth;233.9203;231.5811;233.9203;24-May-2013
100471;Franklin India Bluechip Fund-Growth;237.2646;234.8920;237.2646;27-May-2013
100471;Franklin India Bluechip Fund-Growth;238.6127;236.2266;238.6127;28-May-2013
100471;Franklin India Bluechip Fund-Growth;237.6125;235.2364;237.6125;29-May-2013
100471;Franklin India Bluechip Fund-Growth;238.1313;235.7500;238.1313;30-May-2013
100471;Franklin India Bluechip Fund-Growth;234.0478;231.7073;234.0478;31-May-2013
100471;Franklin India Bluechip Fund-Growth;233.4106;231.0765;233.4106;03-Jun-2013
100471;Franklin India Bluechip Fund-Growth;233.6023;231.2663;233.6023;04-Jun-2013
100471;Franklin India Bluechip Fund-Growth;233.6829;231.3461;233.6829;05-Jun-2013
100471;Franklin India Bluechip Fund-Growth;232.7931;230.4652;232.7931;06-Jun-2013
100471;Franklin India Bluechip Fund-Growth;231.4745;229.1598;231.4745;07-Jun-2013
100471;Franklin India Bluechip Fund-Growth;230.6384;228.3320;230.6384;10-Jun-2013
100471;Franklin India Bluechip Fund-Growth;227.1466;224.8751;227.1466;11-Jun-2013
100471;Franklin India Bluechip Fund-Growth;226.8852;224.6163;226.8852;12-Jun-2013
100471;Franklin India Bluechip Fund-Growth;225.2686;223.0159;225.2686;13-Jun-2013
100471;Franklin India Bluechip Fund-Growth;228.3981;226.1141;228.3981;14-Jun-2013
100471;Franklin India Bluechip Fund-Growth;229.5347;227.2394;229.5347;17-Jun-2013
100471;Franklin India Bluechip Fund-Growth;228.5200;226.2348;228.5200;18-Jun-2013
100471;Franklin India Bluechip Fund-Growth;229.0421;226.7517;229.0421;19-Jun-2013
100471;Franklin India Bluechip Fund-Growth;223.3068;221.0737;223.3068;20-Jun-2013
100471;Franklin India Bluechip Fund-Growth;223.5472;221.3117;223.5472;21-Jun-2013
100471;Franklin India Bluechip Fund-Growth;220.0327;217.8324;220.0327;24-Jun-2013
100471;Franklin India Bluechip Fund-Growth;220.8847;218.6759;220.8847;25-Jun-2013
100471;Franklin India Bluechip Fund-Growth;219.3959;217.2019;219.3959;26-Jun-2013
100471;Franklin India Bluechip Fund-Growth;221.9709;219.7512;221.9709;27-Jun-2013
100471;Franklin India Bluechip Fund-Growth;227.6706;225.3939;227.6706;28-Jun-2013
100471;Franklin India Bluechip Fund-Growth;229.7312;227.4339;229.7312;01-Jul-2013
100471;Franklin India Bluechip Fund-Growth;229.1923;226.9004;229.1923;02-Jul-2013
100471;Franklin India Bluechip Fund-Growth;225.2933;223.0404;225.2933;03-Jul-2013
100471;Franklin India Bluechip Fund-Growth;227.0878;224.8169;227.0878;04-Jul-2013
100471;Franklin India Bluechip Fund-Growth;227.2754;225.0026;227.2754;05-Jul-2013
100471;Franklin India Bluechip Fund-Growth;225.5918;223.3359;225.5918;08-Jul-2013
100471;Franklin India Bluechip Fund-Growth;227.2886;225.0157;227.2886;09-Jul-2013
100471;Franklin India Bluechip Fund-Growth;225.9146;223.6555;225.9146;10-Jul-2013
100471;Franklin India Bluechip Fund-Growth;229.7091;227.4120;229.7091;11-Jul-2013
100471;Franklin India Bluechip Fund-Growth;232.5747;230.2490;232.5747;12-Jul-2013
100471;Franklin India Bluechip Fund-Growth;233.2330;230.9007;233.2330;15-Jul-2013
100471;Franklin India Bluechip Fund-Growth;229.9253;227.6260;229.9253;16-Jul-2013
100471;Franklin India Bluechip Fund-Growth;228.3663;226.0826;228.3663;17-Jul-2013
100471;Franklin India Bluechip Fund-Growth;231.0334;228.7231;231.0334;18-Jul-2013
100471;Franklin India Bluechip Fund-Growth;230.8663;228.5576;230.8663;19-Jul-2013
100471;Franklin India Bluechip Fund-Growth;230.9310;228.6217;230.9310;22-Jul-2013
100471;Franklin India Bluechip Fund-Growth;231.5315;229.2162;231.5315;23-Jul-2013
100471;Franklin India Bluechip Fund-Growth;227.9558;225.6762;227.9558;24-Jul-2013
100471;Franklin India Bluechip Fund-Growth;225.6543;223.3978;225.6543;25-Jul-2013
100471;Franklin India Bluechip Fund-Growth;224.2592;222.0166;224.2592;26-Jul-2013
100471;Franklin India Bluechip Fund-Growth;222.7929;220.5650;222.7929;29-Jul-2013
100471;Franklin India Bluechip Fund-Growth;219.0950;216.9041;219.0950;30-Jul-2013
100471;Franklin India Bluechip Fund-Growth;220.6252;218.4189;220.6252;31-Jul-2013
100471;Franklin India Bluechip Fund-Growth;219.8634;217.6648;219.8634;01-Aug-2013
100471;Franklin India Bluechip Fund-Growth;217.3099;215.1368;217.3099;02-Aug-2013
100471;Franklin India Bluechip Fund-Growth;217.3282;215.1549;217.3282;05-Aug-2013
100471;Franklin India Bluechip Fund-Growth;212.0565;209.9359;212.0565;06-Aug-2013
100471;Franklin India Bluechip Fund-Growth;213.3709;211.2372;213.3709;07-Aug-2013
100471;Franklin India Bluechip Fund-Growth;214.3731;212.2294;214.3731;08-Aug-2013
100471;Franklin India Bluechip Fund-Growth;216.1731;214.0114;216.1731;12-Aug-2013
100471;Franklin India Bluechip Fund-Growth;219.8060;217.6079;219.8060;13-Aug-2013
100471;Franklin India Bluechip Fund-Growth;220.8588;218.6502;220.8588;14-Aug-2013
100471;Franklin India Bluechip Fund-Growth;213.0413;210.9109;213.0413;16-Aug-2013
100471;Franklin India Bluechip Fund-Growth;209.4265;207.3322;209.4265;19-Aug-2013
100471;Franklin India Bluechip Fund-Growth;209.8167;207.7185;209.8167;20-Aug-2013
100471;Franklin India Bluechip Fund-Growth;206.6277;204.5614;206.6277;21-Aug-2013
100471;Franklin India Bluechip Fund-Growth;210.5079;208.4028;210.5079;22-Aug-2013
100471;Franklin India Bluechip Fund-Growth;211.9626;209.843;211.9626;23-Aug-2013
100471;Franklin India Bluechip Fund-Growth;212.3935;210.2696;212.3935;26-Aug-2013
100471;Franklin India Bluechip Fund-Growth;206.2761;204.2133;206.2761;27-Aug-2013
100471;Franklin India Bluechip Fund-Growth;205.0084;202.9583;205.0084;28-Aug-2013
100471;Franklin India Bluechip Fund-Growth;209.3401;207.2467;209.3401;29-Aug-2013
100471;Franklin India Bluechip Fund-Growth;210.4382;208.3338;210.4382;30-Aug-2013
100471;Franklin India Bluechip Fund-Growth;212.4222;210.2980;212.4222;02-Sep-2013
100471;Franklin India Bluechip Fund-Growth;205.9001;203.8411;205.9001;03-Sep-2013
100471;Franklin India Bluechip Fund-Growth;210.0975;207.9965;210.0975;04-Sep-2013
100471;Franklin India Bluechip Fund-Growth;215.6030;213.4470;215.6030;05-Sep-2013
100471;Franklin India Bluechip Fund-Growth;219.9959;217.7959;219.9959;06-Sep-2013
100471;Franklin India Bluechip Fund-Growth;225.8265;223.5682;225.8265;10-Sep-2013
100471;Franklin India Bluechip Fund-Growth;227.1934;224.9215;227.1934;11-Sep-2013
100471;Franklin India Bluechip Fund-Growth;224.2199;221.9777;224.2199;12-Sep-2013
100471;Franklin India Bluechip Fund-Growth;224.7368;222.4894;224.7368;13-Sep-2013
100471;Franklin India Bluechip Fund-Growth;225.9431;223.6837;225.9431;16-Sep-2013
100471;Franklin India Bluechip Fund-Growth;226.7112;224.4441;226.7112;17-Sep-2013
100471;Franklin India Bluechip Fund-Growth;228.4765;226.1917;228.4765;18-Sep-2013
100471;Franklin India Bluechip Fund-Growth;236.5503;234.1848;236.5503;19-Sep-2013
100471;Franklin India Bluechip Fund-Growth;232.8140;230.4859;232.8140;20-Sep-2013
100471;Franklin India Bluechip Fund-Growth;228.6517;226.3652;228.6517;23-Sep-2013
100471;Franklin India Bluechip Fund-Growth;228.1085;225.8274;228.1085;24-Sep-2013
100471;Franklin India Bluechip Fund-Growth;227.7795;225.5017;227.7795;25-Sep-2013
100471;Franklin India Bluechip Fund-Growth;227.5977;225.3217;227.5977;26-Sep-2013
100471;Franklin India Bluechip Fund-Growth;225.8336;223.5753;225.8336;27-Sep-2013
100471;Franklin India Bluechip Fund-Growth;222.2478;220.0253;222.2478;30-Sep-2013
100471;Franklin India Bluechip Fund-Growth;223.4251;221.1908;223.4251;01-Oct-2013
100471;Franklin India Bluechip Fund-Growth;227.8120;225.5339;227.8120;03-Oct-2013
100471;Franklin India Bluechip Fund-Growth;227.5894;225.3135;227.5894;04-Oct-2013
100471;Franklin India Bluechip Fund-Growth;226.8827;224.6139;226.8827;07-Oct-2013
100471;Franklin India Bluechip Fund-Growth;228.1504;225.8689;228.1504;08-Oct-2013
100471;Franklin India Bluechip Fund-Growth;230.9109;228.6018;230.9109;09-Oct-2013
100471;Franklin India Bluechip Fund-Growth;231.5275;229.2122;231.5275;10-Oct-2013
100471;Franklin India Bluechip Fund-Growth;234.0038;231.6638;234.0038;11-Oct-2013
100471;Franklin India Bluechip Fund-Growth;234.9894;232.6395;234.9894;14-Oct-2013
100471;Franklin India Bluechip Fund-Growth;233.7304;231.3931;233.7304;15-Oct-2013
100471;Franklin India Bluechip Fund-Growth;232.9481;230.6186;232.9481;17-Oct-2013
100471;Franklin India Bluechip Fund-Growth;237.8515;235.4730;237.8515;18-Oct-2013
100471;Franklin India Bluechip Fund-Growth;239.4052;237.0111;239.4052;21-Oct-2013
100471;Franklin India Bluechip Fund-Growth;239.4743;237.0796;239.4743;22-Oct-2013
100471;Franklin India Bluechip Fund-Growth;238.3340;235.9507;238.3340;23-Oct-2013
100471;Franklin India Bluechip Fund-Growth;237.7135;235.3364;237.7135;24-Oct-2013
100471;Franklin India Bluechip Fund-Growth;237.1436;234.7722;237.1436;25-Oct-2013
100471;Franklin India Bluechip Fund-Growth;235.5454;233.1899;235.5454;28-Oct-2013
100471;Franklin India Bluechip Fund-Growth;240.1302;237.7289;240.1302;29-Oct-2013
100471;Franklin India Bluechip Fund-Growth;242.2974;239.8744;242.2974;30-Oct-2013
100471;Franklin India Bluechip Fund-Growth;243.8513;241.4128;243.8513;31-Oct-2013
100471;Franklin India Bluechip Fund-Growth;244.9346;242.4853;244.9346;01-Nov-2013
100471;Franklin India Bluechip Fund-Growth;244.1628;241.7212;244.1628;05-Nov-2013
100471;Franklin India Bluechip Fund-Growth;243.3103;240.8772;243.3103;06-Nov-2013
100471;Franklin India Bluechip Fund-Growth;241.3925;238.9786;241.3925;07-Nov-2013
100471;Franklin India Bluechip Fund-Growth;239.8703;237.4716;239.8703;08-Nov-2013
100471;Franklin India Bluechip Fund-Growth;237.5859;235.2100;237.5859;11-Nov-2013
100471;Franklin India Bluechip Fund-Growth;235.5475;233.1920;235.5475;12-Nov-2013
100471;Franklin India Bluechip Fund-Growth;234.3607;232.0171;234.3607;13-Nov-2013
100471;Franklin India Bluechip Fund-Growth;236.9451;234.5756;236.9451;14-Nov-2013
100471;Franklin India Bluechip Fund-Growth;240.8781;238.4693;240.8781;18-Nov-2013
100471;Franklin India Bluechip Fund-Growth;241.7588;239.3412;241.7588;19-Nov-2013
100471;Franklin India Bluechip Fund-Growth;239.0091;236.6190;239.0091;20-Nov-2013
100471;Franklin India Bluechip Fund-Growth;235.0019;232.6519;235.0019;21-Nov-2013
100471;Franklin India Bluechip Fund-Growth;235.4572;233.1026;235.4572;22-Nov-2013
100471;Franklin India Bluechip Fund-Growth;238.6910;236.3041;238.6910;25-Nov-2013
100471;Franklin India Bluechip Fund-Growth;236.7103;234.3432;236.7103;26-Nov-2013
100471;Franklin India Bluechip Fund-Growth;236.4250;234.0608;236.4250;27-Nov-2013
100471;Franklin India Bluechip Fund-Growth;238.1932;235.8113;238.1932;28-Nov-2013
100471;Franklin India Bluechip Fund-Growth;240.7292;238.3219;240.7292;29-Nov-2013
100471;Franklin India Bluechip Fund-Growth;242.0036;239.5836;242.0036;02-Dec-2013
100471;Franklin India Bluechip Fund-Growth;241.4912;239.0763;241.4912;03-Dec-2013
100471;Franklin India Bluechip Fund-Growth;240.6674;238.2607;240.6674;04-Dec-2013
100471;Franklin India Bluechip Fund-Growth;244.1463;241.7048;244.1463;05-Dec-2013
100471;Franklin India Bluechip Fund-Growth;245.0792;242.6284;245.0792;06-Dec-2013
100471;Franklin India Bluechip Fund-Growth;249.3680;246.8743;249.3680;09-Dec-2013
100471;Franklin India Bluechip Fund-Growth;246.5147;244.0496;246.5147;10-Dec-2013
100471;Franklin India Bluechip Fund-Growth;245.5524;243.0969;245.5524;11-Dec-2013
100471;Franklin India Bluechip Fund-Growth;243.0608;240.6302;243.0608;12-Dec-2013
100471;Franklin India Bluechip Fund-Growth;240.1063;237.7052;240.1063;13-Dec-2013
100471;Franklin India Bluechip Fund-Growth;239.3260;236.9327;239.3260;16-Dec-2013
100471;Franklin India Bluechip Fund-Growth;239.6124;237.2163;239.6124;17-Dec-2013
100471;Franklin India Bluechip Fund-Growth;242.5999;240.1739;242.5999;18-Dec-2013
100471;Franklin India Bluechip Fund-Growth;240.9533;238.5438;240.9533;19-Dec-2013
100471;Franklin India Bluechip Fund-Growth;244.5363;242.0909;244.5363;20-Dec-2013
100471;Franklin India Bluechip Fund-Growth;245.8559;243.3973;245.8559;23-Dec-2013
100471;Franklin India Bluechip Fund-Growth;245.2608;242.8082;245.2608;24-Dec-2013
100471;Franklin India Bluechip Fund-Growth;245.9034;243.4444;245.9034;26-Dec-2013
100471;Franklin India Bluechip Fund-Growth;246.5710;244.1053;246.5710;27-Dec-2013
100471;Franklin India Bluechip Fund-Growth;245.4627;243.0081;245.4627;30-Dec-2013
100471;Franklin India Bluechip Fund-Growth;246.3181;243.8549;246.3181;31-Dec-2013
100471;Franklin India Bluechip Fund-Growth;246.7585;244.2909;246.7585;01-Jan-2014
100471;Franklin India Bluechip Fund-Growth;243.0268;240.5965;243.0268;02-Jan-2014
100471;Franklin India Bluechip Fund-Growth;242.7019;240.2749;242.7019;03-Jan-2014
100471;Franklin India Bluechip Fund-Growth;241.9752;239.5554;241.9752;06-Jan-2014
100471;Franklin India Bluechip Fund-Growth;241.2529;238.8404;241.2529;07-Jan-2014
100471;Franklin India Bluechip Fund-Growth;241.9030;239.4840;241.9030;08-Jan-2014
100471;Franklin India Bluechip Fund-Growth;242.2778;239.8550;242.2778;09-Jan-2014
100471;Franklin India Bluechip Fund-Growth;241.4777;239.0629;241.4777;10-Jan-2014
100471;Franklin India Bluechip Fund-Growth;244.3036;241.8606;244.3036;13-Jan-2014
100471;Franklin India Bluechip Fund-Growth;243.9164;241.4772;243.9164;14-Jan-2014
100471;Franklin India Bluechip Fund-Growth;246.1601;243.6985;246.1601;15-Jan-2014
100471;Franklin India Bluechip Fund-Growth;245.7592;243.3016;245.7592;16-Jan-2014
100471;Franklin India Bluechip Fund-Growth;244.1997;241.7577;244.1997;17-Jan-2014
100471;Franklin India Bluechip Fund-Growth;244.7215;242.2743;244.7215;20-Jan-2014
100471;Franklin India Bluechip Fund-Growth;244.9765;242.5267;244.9765;21-Jan-2014
100471;Franklin India Bluechip Fund-Growth;246.1286;243.6673;246.1286;22-Jan-2014
100471;Franklin India Bluechip Fund-Growth;246.2279;243.7656;246.2279;23-Jan-2014
100471;Franklin India Bluechip Fund-Growth;243.5817;241.1459;243.5817;24-Jan-2014
100471;Franklin India Bluechip Fund-Growth;238.3146;235.9315;238.3146;27-Jan-2014
100471;Franklin India Bluechip Fund-Growth;237.6820;235.3052;237.6820;28-Jan-2014
100471;Franklin India Bluechip Fund-Growth;237.4876;235.1127;237.4876;29-Jan-2014
100471;Franklin India Bluechip Fund-Growth;235.6603;233.3037;235.6603;30-Jan-2014
100471;Franklin India Bluechip Fund-Growth;237.3965;235.0225;237.3965;31-Jan-2014
100471;Franklin India Bluechip Fund-Growth;234.5735;232.2278;234.5735;03-Feb-2014
100471;Franklin India Bluechip Fund-Growth;234.9805;232.6307;234.9805;04-Feb-2014
100471;Franklin India Bluechip Fund-Growth;235.8498;233.4913;235.8498;05-Feb-2014
100471;Franklin India Bluechip Fund-Growth;235.9050;233.5460;235.9050;06-Feb-2014
100471;Franklin India Bluechip Fund-Growth;237.4337;235.0594;237.4337;07-Feb-2014
100471;Franklin India Bluechip Fund-Growth;237.2357;234.8633;237.2357;10-Feb-2014
100471;Franklin India Bluechip Fund-Growth;237.0404;234.6700;237.0404;11-Feb-2014
100471;Franklin India Bluechip Fund-Growth;238.0708;235.6901;238.0708;12-Feb-2014
100471;Franklin India Bluechip Fund-Growth;233.7870;231.4491;233.7870;13-Feb-2014
100471;Franklin India Bluechip Fund-Growth;235.3263;232.9730;235.3263;14-Feb-2014
100471;Franklin India Bluechip Fund-Growth;236.3782;234.0144;236.3782;17-Feb-2014
100471;Franklin India Bluechip Fund-Growth;238.1762;235.7944;238.1762;18-Feb-2014
100471;Franklin India Bluechip Fund-Growth;239.0628;236.6722;239.0628;19-Feb-2014
100471;Franklin India Bluechip Fund-Growth;236.8555;234.4869;236.8555;20-Feb-2014
100471;Franklin India Bluechip Fund-Growth;238.2009;235.8189;238.2009;21-Feb-2014
100471;Franklin India Bluechip Fund-Growth;238.8457;236.4572;238.8457;24-Feb-2014
100471;Franklin India Bluechip Fund-Growth;239.7979;237.3999;239.7979;25-Feb-2014
100471;Franklin India Bluechip Fund-Growth;240.8968;238.4878;240.8968;26-Feb-2014
100471;Franklin India Bluechip Fund-Growth;241.9444;239.5250;241.9444;28-Feb-2014
100471;Franklin India Bluechip Fund-Growth;240.2206;237.8184;240.2206;03-Mar-2014
100471;Franklin India Bluechip Fund-Growth;243.1179;240.6867;243.1179;04-Mar-2014
100471;Franklin India Bluechip Fund-Growth;244.5713;242.1256;244.5713;05-Mar-2014
100471;Franklin India Bluechip Fund-Growth;248.0034;245.5234;248.0034;06-Mar-2014
100471;Franklin India Bluechip Fund-Growth;252.9832;250.4534;252.9832;07-Mar-2014
100471;Franklin India Bluechip Fund-Growth;254.6239;252.0777;254.6239;10-Mar-2014
100471;Franklin India Bluechip Fund-Growth;253.5475;251.0120;253.5475;11-Mar-2014
100471;Franklin India Bluechip Fund-Growth;253.0633;250.5327;253.0633;12-Mar-2014
100471;Franklin India Bluechip Fund-Growth;252.5400;250.0146;252.5400;13-Mar-2014
100471;Franklin India Bluechip Fund-Growth;252.1782;249.6564;252.1782;14-Mar-2014
100471;Franklin India Bluechip Fund-Growth;253.3119;250.7788;253.3119;18-Mar-2014
